NDB_No,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Diabetic_Friendly,bp,obesity
14242,cranberry juc cocktail btld,54.0,0.0,0.009,0.1,13.52,11.87,3.0,0.1,1,1.0,14.0,2.0,0.03,0,1,0
14243,cranberry juc cocktail btld lo cal wca saccharincorn swtnr,19.0,0.02,0.0,0.01,4.6,4.59,9.0,0.04,2,1.0,25.0,3.0,0.02,1,1,1
14245,beverages eggnog-flavor mix pdr prep w whl milk,95.0,2.93,1.701,3.02,14.2,12.66,92.0,0.12,10,77.0,121.0,55.0,0.35,0,1,0
14246,beverages tea grn inst decaffei lemon unswtnd fort w vit c,378.0,0.0,0.0,0.0,94.45,0.0,2.0,0.21,3,2.0,169.0,0.0,0.03,0,1,0
14247,beverages tea black ready to drk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,1,1,1
14248,alcoholic bev beer lt higher alcohol,46.0,0.25,0.0,0.0,0.77,0.09,4.0,0.03,5,12.0,21.0,4.0,0.01,1,1,1
14250,beverages amber hard cider,56.0,0.0,0.0,0.0,5.92,5.92,4.0,0.06,3,6.0,54.0,4.0,0.02,0,1,0
14251,alcoholic beverages beer higher alcohol,58.0,0.9,0.0,0.0,0.27,0.0,8.0,0.03,12,32.0,62.0,4.0,0.01,1,1,1
14252,beverages malt liquor bev,40.0,0.35,0.0,0.0,0.0,0.0,3.0,0.03,5,13.0,33.0,3.0,0.08,1,1,1
14253,alcoholic beverages wine rose,83.0,0.36,0.0,0.0,3.8,3.8,10.0,0.2,10,18.0,59.0,5.0,0.11,1,1,1
14255,beverages ocean spray cran pomegranate,47.0,0.07,0.001,0.01,12.56,12.0,2.0,0.12,1,1.0,11.0,12.0,0.02,0,1,0
14256,beverages ocean spray cran cherry,46.0,0.19,0.001,0.0,12.76,12.2,3.0,0.08,1,2.0,24.0,7.0,0.03,0,1,0
14257,beverages ocean spray lt cranberry,19.0,0.22,0.004,0.01,4.72,3.97,3.0,0.07,1,1.0,38.0,15.0,0.02,1,1,1
14258,beverages  ocean spray  white cranberry peach,45.0,0.13,0.002,0.01,11.88,11.32,3.0,0.05,2,3.0,22.0,11.0,0.03,0,1,0
14259,beverages ocean spray lt cranberry concord grape,23.0,0.36,0.006,0.02,5.78,5.02,4.0,0.06,1,1.0,34.0,8.0,0.02,0,1,0
14260,beverages tea grn brewed decaffeinated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,15.0,0.0,0.01,1,1,1
14261,beverages tea grn ready to drk unswtnd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,26.0,19.0,7.0,0.01,1,1,1
14262,beverages citrus fruit juc drk frz conc,162.0,1.2,0.007,0.1,40.2,28.63,25.0,3.94,20,36.0,393.0,3.0,0.12,0,1,0
14263,beverages citrus fruit juc drk frz conc prep w h2o,46.0,0.34,0.002,0.03,11.42,8.13,9.0,1.12,6,10.0,112.0,4.0,0.04,0,1,0
14264,beverages fruit punch drk wo added nutr cnd,48.0,0.0,0.0,0.0,11.97,11.29,8.0,0.09,3,3.0,25.0,10.0,0.01,0,1,0
14267,beverages fruit punch drk w added nutr cnd,47.0,0.0,0.0,0.0,11.94,11.29,8.0,0.09,3,3.0,31.0,38.0,0.01,0,1,0
14268,beverages fruit punch drk frz conc,162.0,0.2,0.003,0.0,41.4,0.0,8.0,0.3,6,2.0,44.0,8.0,0.07,0,1,1
14269,beverages fruit punch drk frz conc prep w h2o,46.0,0.06,0.001,0.0,11.66,0.0,4.0,0.09,2,1.0,13.0,5.0,0.02,1,1,1
14270,beverages coffee inst vanila swtnd decaff w non dairy cream,465.0,0.0,13.333,13.33,86.28,66.67,0.0,0.0,0,0.0,57.0,333.0,0.0,0,0,0
14276,beverages tropical punch rtd,10.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0,0.0,0.0,13.0,0.0,1,1,1
14277,beverages grape drk cnd,61.0,0.0,0.0,0.0,15.72,13.06,52.0,0.07,1,0.0,12.0,16.0,0.12,0,1,0
14278,beverages tea grn brewed reg,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.02,1,0.0,8.0,1.0,0.01,1,1,1
14279,beverages tea black rtd peach diet,1.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,1,1.0,12.0,5.0,0.0,1,1,1
14280,beverages tea black ready to drk decaffeinated diet,0.0,0.0,0.0,0.0,0.83,0.0,11.0,0.0,2,4.0,27.0,4.0,0.01,1,1,1
14281,beverages tea black ready to drk decaffeinated,38.0,0.0,0.0,0.0,8.75,7.92,11.0,0.0,2,4.0,27.0,8.0,0.01,0,1,0
14282,beverages grape juc drk cnd,57.0,0.0,0.0,0.0,14.55,14.11,7.0,0.13,6,6.0,33.0,9.0,0.03,0,1,0
14284,beverages cranberry juc cocktail,52.0,0.0,0.0,0.34,12.25,11.41,3.0,0.04,1,1.0,19.0,2.0,0.02,0,1,0
14285,beverages ocean spray ruby red cranberry,45.0,0.07,0.003,0.01,11.58,11.02,5.0,0.04,2,4.0,39.0,11.0,0.02,0,1,0
14286,beverages motts appl juc lt fort w vit c,22.0,0.0,0.0,0.1,5.1,4.8,3.0,0.2,0,0.0,51.0,13.0,0.0,1,1,1
14287,beverages lemonade pdr,376.0,0.0,0.151,1.05,97.57,94.7,20.0,0.19,247,4.0,147.0,51.0,0.1,0,1,0
14288,lemonade pdr prep wh2o,14.0,0.0,0.0,0.04,3.59,3.5,4.0,0.01,10,0.0,6.0,6.0,0.01,1,1,1
14291,beverages snapple tea black  grn ready to drk peach diet,2.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,19.0,3.0,0.0,1,1,1
14292,lemonade frz conc white,196.0,0.22,0.025,0.7,49.89,44.46,7.0,0.09,7,7.0,72.0,7.0,0.04,0,1,0
14293,lemonade frz conc white prep wh2o,40.0,0.07,0.006,0.04,10.42,9.98,4.0,0.16,2,2.0,15.0,4.0,0.02,0,1,0
14294,beverages snapple tea black  grn ready to drk lemon diet,2.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,20.0,3.0,0.0,1,1,1
14296,beverages lemonade-flavor drk pdr,380.0,0.0,0.183,1.01,97.9,97.15,11.0,0.17,165,99.0,39.0,130.0,0.03,0,1,0
14297,beverages lemonade-flavor drk pdr prep w h2o,27.0,0.0,0.0,0.07,6.9,6.87,4.0,0.01,13,7.0,3.0,13.0,0.01,0,1,0
14303,limeade frz conc prep wh2o,52.0,0.0,0.0,0.0,13.79,13.27,2.0,0.0,2,1.0,10.0,3.0,0.01,0,1,0
14305,malt bev incl non-alcoholic beer,37.0,0.21,0.024,0.12,8.05,8.05,7.0,0.06,7,16.0,8.0,13.0,0.02,0,1,0
14309,beverages ovaltine classic malt pdr,372.0,0.0,0.0,0.0,93.33,63.64,909.0,16.36,218,0.0,0.0,636.0,13.64,0,0,0
14310,bevera malted drk mix nat w add nutr pdr prep w whl milk,86.0,3.67,1.83,3.21,10.67,8.37,123.0,1.36,15,107.0,200.0,72.0,0.41,0,1,0
14311,beverages malted drk mix nat pdr dairy based,428.0,14.29,4.762,9.52,71.21,47.62,298.0,0.7,93,358.0,758.0,405.0,0.99,0,0,0
14312,beverages malted drk mix nat pdr prep w whl milk,88.0,3.86,2.039,3.62,10.23,9.56,117.0,0.09,17,106.0,183.0,79.0,0.43,0,1,0
14315,beverages ovaltine choc malt pdr,372.0,0.0,0.0,0.0,92.96,72.73,909.0,16.36,218,0.0,0.0,636.0,13.64,0,0,0
14316,beverag malt drk mix choc w added nutr pdr prep w whl milk,87.0,3.29,1.873,3.26,11.19,10.49,139.0,1.42,17,109.0,217.0,87.0,0.43,0,1,0
14317,beverages malted drk mix choc pdr,411.0,5.1,2.381,4.76,86.94,66.67,60.0,2.28,70,175.0,618.0,190.0,0.8,0,1,0
14318,beverages malted drk mix choc pdr prep w whl milk,85.0,3.37,1.883,3.29,11.2,6.68,98.0,0.21,15,91.0,172.0,60.0,0.41,0,1,0
14323,beverages orange drk cnd w added vit c,49.0,0.0,0.002,0.07,12.34,11.03,5.0,0.04,2,1.0,18.0,3.0,0.02,0,1,0
14327,beverages orange  apricot juc drk cnd,51.0,0.3,0.01,0.1,12.7,12.06,5.0,0.1,5,8.0,80.0,2.0,0.04,0,1,0
14334,beverages pnappl  grapefruit juc drk cnd,47.0,0.2,0.006,0.1,11.6,11.52,7.0,0.31,6,6.0,61.0,14.0,0.06,0,1,0
14341,beverages pnappl  orange juc drk cnd,50.0,1.3,0.0,0.0,11.8,11.59,5.0,0.27,6,4.0,46.0,3.0,0.06,0,1,0
14347,shake fast food vanilla,148.0,3.37,3.962,6.52,19.59,13.63,115.0,0.46,13,98.0,166.0,81.0,0.57,0,0,0
14350,strawberry-flavor bev mix pdr,389.0,0.1,0.0,0.2,99.1,95.45,4.0,0.44,1,5.0,6.0,38.0,0.0,0,1,0
14351,beverages strawberry-flavor bev mix pdr prep w whl milk,88.0,3.0,1.91,3.1,12.3,0.0,110.0,0.08,12,86.0,139.0,48.0,0.35,1,1,1
14352,beverages tea black brewed prep w tap h2o decaffeinated,1.0,0.0,0.002,0.0,0.3,0.0,0.0,0.02,3,1.0,37.0,3.0,0.02,1,1,1
14353,beverages tea inst decaffeinated unswtnd,315.0,20.21,0.0,0.0,58.66,5.53,118.0,2.26,272,239.0,6040.0,72.0,1.69,0,1,0
14355,beverages tea black brewed prep w tap h2o,1.0,0.0,0.002,0.0,0.3,0.0,0.0,0.02,3,1.0,37.0,3.0,0.02,1,1,1
14356,beverages tea inst decaffeinated lemon diet,338.0,3.3,0.0,0.6,85.4,1.88,21.0,8.87,125,140.0,2568.0,412.0,0.89,0,0,0
14357,beverages tea inst decaffeinated lemon swtnd,401.0,0.12,0.091,0.73,98.55,95.29,2.0,0.21,3,2.0,169.0,5.0,0.03,0,1,0
14366,beverages tea inst unswtnd pdr,315.0,20.21,0.0,0.0,58.66,5.53,118.0,2.26,272,239.0,6040.0,72.0,1.69,0,1,0
14367,beverages tea inst unswtnd prep w h2o,1.0,0.06,0.0,0.0,0.17,0.02,3.0,0.01,2,1.0,18.0,4.0,0.01,1,1,1
14368,beverages tea inst lemon unswtnd,345.0,7.4,0.047,0.18,78.52,4.52,28.0,0.75,139,107.0,3453.0,55.0,0.98,0,1,0
14370,beverages tea inst lemon swtnd pdr,401.0,0.12,0.097,0.73,98.55,95.29,2.0,0.21,3,2.0,169.0,5.0,0.03,0,1,0
14371,beverages tea inst lemon swtnd prep w h2o,35.0,0.01,0.008,0.06,8.61,8.33,2.0,0.02,1,0.0,15.0,2.0,0.01,0,1,0
14375,beverages tea inst swtnd w na saccharin lemon-flavored pdr,338.0,3.3,0.0,0.6,85.4,1.88,21.0,8.87,125,140.0,2568.0,412.0,0.89,0,0,0
14376,beverages tea inst lemon diet,2.0,0.02,0.0,0.0,0.44,0.01,3.0,0.05,2,1.0,14.0,6.0,0.01,1,1,1
14381,beverages tea herb other than chamomile brewed,1.0,0.0,0.002,0.0,0.2,0.0,2.0,0.08,1,0.0,9.0,1.0,0.04,1,1,1
14384,beverages h2o btld perrier,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0,0.0,0.0,1.0,0.0,1,1,1
14385,beverages h2o btld poland spring,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,1,0.0,0.0,1.0,0.0,1,1,1
14390,beverages cocoa mix w asprt pdr prep w h2o,29.0,1.21,0.139,0.23,5.61,2.93,48.0,0.39,17,70.0,211.0,72.0,0.27,1,1,1
14400,beverages carb cola fast-food cola,37.0,0.07,0.0,0.02,9.56,8.97,2.0,0.11,0,10.0,2.0,4.0,0.02,0,1,0
14405,beverages fruit punch juc drk frz conc,175.0,0.3,0.087,0.7,43.1,0.0,20.0,0.8,11,12.0,270.0,10.0,0.7,0,1,1
14406,beverages fruit punch juc drk frz conc prep w h2o,42.0,0.07,0.021,0.17,11.4,11.4,7.0,0.2,3,3.0,66.0,5.0,0.17,0,1,0
14407,beverages orange-flavor drk brkfst type pdr,386.0,0.0,0.0,0.0,98.94,92.31,385.0,0.02,0,151.0,190.0,17.0,0.01,0,1,0
14408,beverages orange-flavor drk brkfst type pdr prep w h2o,49.0,0.0,0.0,0.0,12.65,11.8,52.0,0.0,1,19.0,25.0,5.0,0.01,0,1,0
14409,beverages orange-flavor drk brkfst type lo cal pdr,217.0,3.6,0.0,0.0,85.9,2.6,1378.0,0.07,275,629.0,3132.0,81.0,0.0,0,1,0
14411,beverages h2o tap drinking,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0.0,0.0,4.0,0.01,1,1,1
14412,beverages h2o tap well,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0.0,0.0,5.0,0.01,1,1,1
14414,alcoholic bev liqueur coffee 53 proof,336.0,0.1,0.106,0.3,46.8,38.3,1.0,0.06,3,6.0,30.0,8.0,0.03,0,1,0
14415,alcoholic bev liqueur coffee w crm 34 proof,327.0,2.8,9.664,15.7,20.9,19.76,16.0,0.13,2,50.0,32.0,92.0,0.16,0,0,0
14416,beverages carb lo cal cola or pepper-type w asprt  caffeine,2.0,0.11,0.0,0.03,0.29,0.0,3.0,0.11,1,9.0,8.0,8.0,0.01,1,1,1
14421,beverages coffee sub crl grain bev pdr prep w whl milk,65.0,3.3,2.061,3.3,5.6,0.0,119.0,0.11,16,99.0,172.0,49.0,0.38,1,1,1
14422,bev dairy drk mix choc red cal w low-cal sweeteners pdr,329.0,25.0,1.871,2.6,51.4,32.94,1412.0,7.7,210,893.0,2240.0,659.0,3.6,0,0,0
14423,beve dary drk mix chc red cal w asprt pdr prep w h2o  ice,29.0,2.19,0.164,0.23,4.51,2.89,127.0,0.68,19,78.0,197.0,61.0,0.32,1,1,1
14424,bev orange-flavo drk brkfst type w pulp frz con not manuf,172.0,0.1,0.078,0.5,42.9,11.7,130.0,0.26,2,76.0,435.0,24.0,0.06,0,1,0
14425,beve orange-flav drk brkfst type w pulp frz conc pre w h2o,49.0,0.03,0.022,0.14,12.21,11.91,39.0,0.08,1,22.0,124.0,10.0,0.02,0,1,0
14426,beverages orange drk brkfst type w juc  pulp frz conc,153.0,0.4,0.002,0.0,39.0,38.05,399.0,0.26,34,115.0,465.0,26.0,0.12,0,1,0
14427,bev orange drk brkfst type w juc  pulp frz conc pre w h2o,45.0,0.12,0.001,0.0,11.32,11.05,118.0,0.08,11,33.0,167.0,10.0,0.04,0,1,0
14428,beverages shake fast fd strawberry,113.0,3.4,1.734,2.8,18.9,0.0,113.0,0.11,13,100.0,182.0,83.0,0.36,1,1,1
14429,beverages h2o tap municipal,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0.0,1.0,3.0,0.0,1,1,1
14430,cranberry juc cocktail frz conc,201.0,0.05,0.0,0.0,51.45,42.5,11.0,0.3,5,5.0,49.0,4.0,0.07,0,1,0
14431,cranberry juc cocktail frz conc prep w h2o,47.0,0.01,0.0,0.0,11.81,9.76,5.0,0.07,2,1.0,12.0,4.0,0.02,0,1,0
14432,beverages h2o btld non-carbonated dannon,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,1,1,1
14433,beverages h2o btld non-carbonated pepsi aquafina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14434,beverages the coca-cola comp dasani h2o btld non-carbonated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14436,beverages orange brkfst drk rtd w added nutr,53.0,0.0,0.0,0.0,13.2,8.02,100.0,0.05,5,7.0,83.0,54.0,0.05,0,1,0
14437,beverages h2o btld non-carbonated calistoga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14438,beverages h2o btld non-carbonated crystal geyser,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,1.0,0.0,1,1,1
14439,water btld non-carbonated naya,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2,0.0,0.0,1.0,0.0,1,1,1
14440,beverages h2o btld non-carbonated dannon fluoride to go,0.0,0.0,0.0,0.0,0.03,0.0,3.0,0.01,1,0.0,0.0,1.0,0.0,1,1,1
14450,beverages drk mix quaker oats gatorade orange flavor pdr,388.0,0.0,0.0,1.23,94.11,80.5,40.0,0.34,1,120.0,30.0,63.0,0.06,0,1,0
14460,beverages pepsico quaker gatorade g performance o 2 rtd,26.0,0.0,0.0,0.0,6.43,5.24,1.0,0.05,0,10.0,15.0,39.0,0.01,0,1,0
14461,beverages coca-cola powerade lemon-lime flav rtd,32.0,0.0,0.008,0.05,7.84,6.11,1.0,0.09,0,1.0,18.0,42.0,0.01,0,1,0
14462,beverages propel zero fruit-flavored non-carbonated,5.0,0.0,0.0,0.0,1.14,0.0,1.0,0.03,0,25.0,16.0,33.0,0.0,1,1,1
14475,beverages arizona tea rtd lemon,39.0,0.0,0.0,0.0,9.77,9.63,3.0,0.0,1,1.0,10.0,4.0,0.01,0,1,0
14476,beverages lipton brisk tea black rtd lemon,35.0,0.0,0.0,0.0,8.81,8.69,1.0,0.0,0,26.0,19.0,21.0,0.01,0,1,0
14530,whiskey sour mix btld w kna,84.0,0.1,0.008,0.1,21.4,0.0,2.0,0.11,1,6.0,7.0,33.0,0.07,1,1,1
14531,alcoholic bev whiskey sour,149.0,0.0,0.005,0.03,13.17,0.0,1.0,0.08,1,6.0,5.0,20.0,0.06,1,1,1
14532,alcoholic bev distilled all (gin rum vodka whiskey) 94 proof,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,4.0,2.0,1.0,0.04,1,1,0
14533,alcoholic bev distilled all (gin rum vodka whiskey) 100proof,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,4.0,2.0,1.0,0.04,1,1,0
14534,alcoholic bev liqueur coffee 63 proof,308.0,0.1,0.106,0.3,32.2,32.2,1.0,0.06,3,6.0,30.0,8.0,0.03,0,1,0
14536,alcoholic bev wine dssrt dry,152.0,0.2,0.0,0.0,11.67,1.09,8.0,0.24,9,9.0,92.0,9.0,0.07,1,1,1
14537,carbonated bev local othr than cola or pep w na sac wo caf,0.0,0.0,0.0,0.0,0.1,0.0,4.0,0.04,1,0.0,2.0,16.0,0.05,1,1,1
14538,beve coca mix lo cal pdr w add ca p asprt wo add na  vit a,359.0,25.1,1.777,3.0,58.0,55.58,1440.0,4.96,208,1630.0,2702.0,653.0,3.44,0,0,0
14541,beverage fruit punch-flavor drk pdr wo added na prep w h2o,37.0,0.0,0.006,0.01,9.47,9.23,17.0,0.05,1,0.0,1.0,7.0,0.02,0,1,0
14542,lemonade frz conc pink,192.0,0.22,0.026,0.69,48.86,46.46,8.0,0.08,7,7.0,76.0,4.0,0.03,0,1,0
14543,beverages lemonade frz conc pink prep w h2o,43.0,0.05,0.006,0.15,10.81,10.28,4.0,0.02,2,2.0,17.0,4.0,0.01,0,1,0
14544,beverages tea black brewed prep w distilled h2o,1.0,0.0,0.002,0.0,0.3,0.0,0.0,0.01,1,1.0,21.0,0.0,0.01,1,1,1
14545,beverages tea herb brewed chamomile,1.0,0.0,0.002,0.0,0.2,0.0,2.0,0.08,1,0.0,9.0,1.0,0.04,1,1,1
14548,beverages tea inst lemon w added vit c,385.0,0.6,0.037,0.3,97.6,0.0,3.0,0.16,11,14.0,217.0,5.0,0.1,0,1,0
14550,alcoholic bev distilled all (gin rum vodka whiskey) 86 proof,250.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0,4.0,2.0,1.0,0.04,1,1,0
14551,alcoholic bev distilled all (gin rum vodka whiskey) 90 proof,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,4.0,2.0,1.0,0.04,1,1,0
14552,carbonated bev chocolate-flavored soda,42.0,0.0,0.0,0.0,10.7,10.7,4.0,0.1,1,1.0,50.0,4.0,0.16,0,1,0
14553,beverages wine non-alcoholic,6.0,0.5,0.0,0.0,1.1,1.1,9.0,0.4,10,15.0,88.0,7.0,0.08,1,1,1
14555,water btld generic,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2,0.0,0.0,2.0,0.0,1,1,1
14557,beverage chocolate-flavor bev mix for milk pdr w added nutr,400.0,4.55,2.273,2.27,90.28,81.82,455.0,0.0,53,86.0,280.0,136.0,6.82,0,1,0
14558,bev choco-fla bev mix   mlk pdr w add nutr prep w whl milk,89.0,3.27,1.899,3.17,11.87,11.59,141.0,0.03,14,84.0,144.0,50.0,0.91,0,1,0
14559,beverages h2o btld non-carbonated evian,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2,0.0,0.0,0.0,0.0,1,1,1
14599,beverages powerade zero ion4 calorie-free assorted flavors,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05,1,0.0,10.0,42.0,0.01,1,1,1
14601,beverages wendy's tea rtd unswtnd,1.0,0.22,0.0,0.0,0.0,0.0,2.0,0.0,1,1.0,14.0,3.0,0.01,1,1,1
14602,alcoholic bev wine table red merlot,83.0,0.07,0.0,0.0,2.51,0.62,8.0,0.46,12,23.0,127.0,4.0,0.14,1,1,1
14604,water non-carbonated fruit flavors swtnd w lo cal swtnr,1.0,0.0,0.0,0.0,0.13,0.0,1.0,0.0,0,0.0,4.0,14.0,0.0,1,1,1
14605,bev h2o w added vit  min bottles swtnd ast fruit flavors,22.0,0.0,0.0,0.0,5.49,5.49,17.0,0.0,3,0.0,0.0,0.0,0.32,0,1,0
14607,beverages v8 splash juc drinks diet berry blend,4.0,0.0,0.0,0.0,1.23,0.41,0.0,0.0,0,0.0,33.0,14.0,0.0,1,1,1
14608,beverages v8 splash juc drinks diet fruit medley,4.0,0.0,0.0,0.0,1.26,0.84,0.0,0.0,0,0.0,15.0,13.0,0.0,1,1,1
14609,beverages v8 splash juc drinks diet strawberry kiwi,4.0,0.0,0.0,0.0,1.26,0.84,8.0,0.3,0,0.0,15.0,13.0,0.0,1,1,1
14610,beverages v8 splash juc drinks diet tropical blend,4.0,0.0,0.0,0.0,1.26,0.42,0.0,0.0,0,0.0,34.0,15.0,0.0,1,1,1
14611,beverages v8 splash juc drinks berry blend,29.0,0.0,0.0,0.0,7.41,7.41,0.0,0.0,0,0.0,14.0,21.0,0.0,0,1,0
14612,beverages v8 splash juc drinks fruit medley,33.0,0.0,0.0,0.0,7.82,7.82,0.0,0.0,0,0.0,10.0,21.0,0.0,0,1,0
14613,beverages v8 splash juc drinks guava passion fruit,33.0,0.0,0.0,0.0,7.82,7.82,0.0,0.0,0,0.0,12.0,14.0,0.0,0,1,0
14614,beverages v8 splash juc drinks mango peach,33.0,0.0,0.0,0.0,8.23,8.23,0.0,0.0,0,0.0,12.0,16.0,0.0,0,1,0
14615,beverages v8 splash juc drinks orange pnappl,29.0,0.0,0.0,0.0,7.41,7.41,0.0,0.0,0,0.0,10.0,21.0,0.0,0,1,0
14616,beverages v8 splash juc drinks orchard blend,33.0,0.0,0.0,0.0,7.82,7.82,0.0,0.0,0,0.0,10.0,21.0,0.0,0,1,0
14617,beverages v8 splash juc drinks strawberry banana,29.0,0.0,0.0,0.0,7.41,7.41,0.0,0.0,0,0.0,8.0,21.0,0.0,0,1,0
14618,beverages v8 splash juc drinks strawberry kiwi,29.0,0.0,0.0,0.0,7.41,7.41,0.0,0.0,0,0.0,14.0,21.0,0.0,0,1,0
14619,beverages v8 splash juc drinks tropical blend,29.0,0.0,0.0,0.0,7.41,7.41,0.0,0.0,0,0.0,12.0,21.0,0.0,0,1,0
14620,beverages v8 v-fusion juices peach mango,49.0,0.41,0.0,0.0,11.38,10.57,8.0,0.15,7,0.0,85.0,28.0,0.0,0,1,0
14621,beverages v8 v-fusion juices strawberry banana,49.0,0.41,0.0,0.0,11.79,10.16,8.0,0.15,7,0.0,102.0,28.0,0.0,0,1,0
14622,beverages v8 v-fusion juices tropical,49.0,0.41,0.0,0.0,11.38,10.16,8.0,0.15,7,0.0,118.0,33.0,0.0,0,1,0
14623,beverages v8 v- fusion juices acai berry,45.0,0.0,0.0,0.0,10.98,10.57,1.0,0.81,0,0.0,98.0,28.0,0.0,0,1,0
14625,beverages energy drk amp,46.0,0.25,0.0,0.08,12.08,12.08,13.0,0.02,3,17.0,3.0,27.0,0.0,0,1,0
14626,beverages energy drk full throttle,46.0,0.25,0.0,0.08,12.08,12.08,13.0,0.02,3,0.0,3.0,35.0,0.0,0,1,0
14627,beverages energy drk monster fort w vitamins c b2 b3 b6 b12,47.0,0.47,0.0,0.0,11.28,10.93,0.0,0.04,0,0.0,2.0,77.0,0.01,0,1,0
14628,beverages energy drk amp sugar free,2.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,3,17.0,2.0,31.0,0.0,1,1,1
14629,beverages energy drk rockstar,58.0,0.34,0.0,0.22,12.7,12.26,1.0,0.05,0,0.0,6.0,16.0,0.05,0,1,0
14630,beverages energy drk rockstar sugar free,4.0,0.25,0.0,0.08,0.7,0.0,13.0,0.02,3,0.0,3.0,52.0,0.0,1,1,1
14631,beve horchata dry mix unprep var  brands all w morro seeds,413.0,7.5,2.086,7.46,79.05,38.9,60.0,5.8,77,180.0,180.0,3.0,1.6,0,1,0
14632,beverages meal supp drk cnd pnut flavor,101.0,3.5,0.571,3.07,14.74,0.0,110.0,2.2,16,110.0,160.0,54.0,0.42,1,1,1
14633,bever veg  fruit juc drk red cal w low-cal swtnr add vit c,4.0,0.0,0.0,0.0,1.1,0.63,8.0,0.3,1,1.0,24.0,14.0,0.01,1,1,1
14634,bev milk bev red fat flav  swtnd rtd added ca vit a   d,77.0,3.05,1.124,1.83,12.08,11.4,164.0,0.03,10,85.0,130.0,49.0,0.45,0,1,0
14635,beverages veg  fruit juc blend w added vitamins a c e,46.0,0.3,0.0,0.01,11.15,10.37,8.0,0.31,7,1.0,101.0,29.0,0.01,0,1,0
14636,beverages fruit juc drk red sugar w vitamin e added,39.0,0.0,0.008,0.07,10.0,9.0,5.0,0.04,2,1.0,11.0,2.0,0.02,0,1,0
14637,water w corn syrup andor sugar  lo cal swtnr fruit flav,18.0,0.0,0.0,0.0,4.5,4.5,17.0,0.0,3,0.0,0.0,8.0,0.32,1,1,1
14638,beverages horchata as served in restaurant,54.0,0.48,0.0,0.71,11.52,9.36,18.0,0.01,3,15.0,34.0,14.0,0.06,0,1,0
14639,beverages rice milk unswtnd,47.0,0.28,0.0,0.97,9.17,5.28,118.0,0.2,11,56.0,27.0,39.0,0.13,0,1,0
14640,beverages energy drk vault citrus flavor,49.0,0.0,0.0,0.0,12.99,12.99,2.0,0.02,3,0.0,3.0,12.0,0.0,0,1,0
14641,beverages energy drk vault zero sugar-free citrus flavor,1.0,0.25,0.0,0.08,0.7,0.0,2.0,0.02,3,0.0,3.0,14.0,0.0,1,1,1
14644,beverages pepsico quaker gatorade g2 lo cal,8.0,0.05,0.0,0.01,1.94,1.3,0.0,0.0,0,7.0,13.0,45.0,0.0,1,1,1
14645,beverages fruit flav drk less than 3 juc not fort w vit c,64.0,0.0,0.0,0.0,16.03,15.85,3.0,0.0,1,0.0,31.0,36.0,0.0,0,1,0
14646,bev fruit flav drk containing   3 fruit juc w hi vit c,27.0,0.0,0.0,0.0,6.67,5.0,3.0,0.0,1,0.0,31.0,36.0,0.0,1,1,0
14647,bev fruit flav drk red sugar   3 fruit juc hi vit c add ca,29.0,0.0,0.0,0.37,6.67,5.0,42.0,0.0,1,0.0,31.0,25.0,0.04,1,1,0
